2035;Coal;CrudeOil;NaturalGas;FossilFuels;BioFuels;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;FoodBeve;PaperPulp;RestIndus;FreightTransp;PassTransp;Comp;C;G;I;X;Tot_uses;Y;M
Coal;0.299999731;0;0;0;0;3226.110091;0;0;0;178.6399705;13567.99578;1105.319199;168.0943648;59.02641153;116.917036;390.1733683;0;0;0;0;0;0;0;18812.57622;2303.192795;16509.38342
CrudeOil;0;0.5;0;95682.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197597.5;293280.3;275678.1;17602.2
NaturalGas;0;26595.205;6202.452239;6134.521051;598.0491276;5860.468039;0;0;0;5.894656659;3194.319912;613.4056717;2438.005034;1023.684639;1066.574338;4424.831911;0;1164.869815;47.21356713;660.5026818;0;0;0;60029.99768;60029.99821;0
FossilFuels;0;1798.325621;407.0741821;2870.661667;0;0;198.2626296;538.2255729;3147.701783;4279.998791;1190.904385;1823.047408;2994.301651;751.9758921;669.8477324;2294.221976;24267.56581;13433.69217;273.062093;14570.21041;0;0;19362.4031;94871.48288;91560.53079;3310.952092
BioFuels;0;0;0;306.95;2468.300541;2635.050086;250.8103031;680.8772755;3981.970983;634.3026736;4677.248704;13.64452066;164.4599161;2680.762115;17972.72323;3831.146573;7085.291301;4914.303202;167.113445;21859.84163;0;0;0;74324.7965;74324.7965;0
Electricity;0;1348.786283;305.3151591;382.6003336;729.6006362;12555.75016;233.4867175;633.8487618;3706.934374;903.0979597;3063.48091;2705.162478;2091.83583;2733.926051;2467.544914;6745.819692;88.32286091;1786.135086;13521.15036;20146.90123;0;0;0;76149.69979;75425.7517;723.9493688
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;340044.11;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10422.507;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;533993.67;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98105.545;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74079.108;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19622.108;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355875.34;0
FoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;996568.42;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55942.699;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2530298.5;0
FreightTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367731.84;0
PassTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221023.33;0
Comp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7956169.5;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
