2030;Coal;CrudeOil;NaturalGas;FossilFuels;BioFuels;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;FoodBeve;PaperPulp;RestIndus;FreightTransp;PassTransp;Comp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3046.33116;0;0;0;157.5786732;12578.43563;1121.147284;160.2512613;53.68097654;101.1753202;363.1599322;0;0;0;0;0;0;0;17581.76024;2260.85109;15320.90915
CrudeOil;0;0.1;0;103061.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194048.7;297110.1;279507.9;17602.2
NaturalGas;0;25713.31702;5960.680499;5661.263235;644.1003681;4860.802514;0;0;0;5.199767917;2870.194353;622.2029824;2262.029477;930.9525041;922.4087671;3883.158558;0;1226.181243;150.0347011;612.8402931;0;0;0;56325.36628;56325.36715;0
FossilFuels;0;1851.651299;384.3420401;3092.709149;0;0;358.7837893;973.9939945;5696.203947;3649.017627;1096.712257;1849.186354;3085.977979;683.8539037;579.3036763;2066.4885;25373.70527;13107.8475;658.324048;20821.08602;0;0;16730.66257;102059.8499;97922.51723;4137.332698
BioFuels;0;0;0;241.25;2271.178229;1890.499975;250.3023943;679.4984502;3973.907207;680.5416587;3937.283452;13.8404438;160.0234325;2437.91523;14218.9977;3254.028139;5507.363323;3957.456492;205.881865;23441.54844;0;0;0;67121.51643;67121.51643;0
Electricity;42.00007245;1388.745007;288.257886;412.1007108;777.8013416;11748.16982;194.1534859;527.070439;3082.463271;742.3614962;2552.069107;2743.956011;2104.142731;2486.265995;2134.01195;6086.451303;6.238151084;468.4688427;14274.09627;17357.84403;0;0;0;69416.66792;68108.68336;1307.947744
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11161.77863;0;0;0;307214.2256;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9771.767023;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;438710.4345;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86529.63814;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63925.53579;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19388.3899;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297493.7564;0
FoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;944125.9789;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47425.96806;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2175358.2;0
FreightTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336840.3753;0
PassTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200165.2938;0
Comp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7241440;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
