//Names;;Notes;;;;
//;;;;;;
//HH Desagregation;H1;H2;H3;H4;H5;H6
//;;;;;;
// Consumption;;;;;;
sigma_ConsoBudget;0.8;0.8;0.8;0.8;0.8;0.8
