2040;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_industry;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo;C;G;I;X;Tot_uses;Y;M
Crude_oil;0.0;28547.02435461656;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;580.9604204841658;33742.20662148954
Liquid_fuels;78.57181778025485;0.0;927.4462099922583;207.322561387076;1876.650397402772;1027.1203995333096;652.036357382552;135.48999083229563;236.95399353024447;1715.7341304903089;20.637713720031;163.3257617924342;183.317975200438;81.28477544111468;334.8566299969773;669.461739357477;4848.7296480738405;3522.499819477904;8398.12593020411;3303.5836100936585;790.3912534750764;19.83872592313112;6484.763990431382;11984.94021004742;0;0.0;20251.231;0;33903.942144482855;29032.48365932514
Gas_fuels;20.461600297578464;898.132379378423;0.0;0.0;5684.7653507037585;138.4961326403685;126.04870736495653;691.0963978535233;473.27233627330537;2233.143404034863;648.3151208678904;245.70284166099768;131.26634798162632;58.20463381725274;2400.449486175181;475.6639466883435;167.70846871649812;12.15807848467396;4.92242252924801;226.17542484424266;528.910596829089;470.55162883781156;3501.6505124139453;5467.768341526466;0;0.0;5319.473;0;542.5457841556084;36037.115
Solid_fuels;0.0;14.507496843624214;0.0;4553.229413210541;3012.1891839992154;2406.0935635725427;0.0;60.99527116450549;160.61105194049827;204.7610259759765;10.535690732697278;19.438897580424026;5.7506665419847485;2.5498952734496756;346.3126231370082;20.960593339521388;0.0;0.0;0.0;2.421786527165875;117.76382607309921;0.0;134.1019627693856;16.041951607778483;0;0.0;33.236;0;3706.6233062248766;8160.8704
Elec_heating;18.22327598953707;211.72672829808099;628.315870590357;5.211512368552176;1178.529307010196;208.61723930883176;758.5795655423409;680.251170782958;392.8817916256996;3943.0774932226627;881.7312022292595;667.0286393228533;472.6868400487672;209.59343242430887;2761.121578392745;1681.39090424889;3448.12997655364;0.0;0.0;788.3689764158879;1004.2415720018693;636.9361655688575;22687.776942845467;17598.6105886621;0;0.0;15695.724523919504;0;71141.02335553907;1415.5008873098775
Steel_Iron;0;51.8942438505065;1.16496606417162;18.0632470389285;24.940094390544;948.52779;645.20007;15.85138;222.32044;214.52195;13.754231;2112.5277;2019.9775;317.52639;9.1691416;4976.8792;7.6676927;5.4476202;0.373658;10.970348;4385.9979;0;1283.6718;0.0;0;66.700926;21678.01386645039;0;18890.096;20536.75749699925
NonFerrousMetals;0;78.8637733730733;1.77040085603335;27.4507468430334;37.9015031285458;6352.4659;980.51166;11.531549;349.94352;326.00937;20.902328;3210.412;2607.7647;409.92245;13.93436;6425.0865;11.652606;8.2787577;0.5678487;16.671657;1733.189;0;7749.6398;280.3417492519005;0;114.50495;13726.473450118223;0;24214.075;21482.357253782848
Cement;0;2.52171080494628;1.48249477538208;0.220087477183457;31.7378859293868;32.884735;7.3483811;908.24474;480.15159;77.861145;14.146493;118.6912;78.781863;60.59591;30.504111;320.18936;12.96497;1.4927956;0.3060408;33.156214;2359.5499;11.647761;170.588;420.5778212180605;0;0.0;465.35416925479177;0;4971.2167;642.8223719997734
OthMin;0;17.3006744776362;10.1709359989247;1.50995180131009;217.743779972854;225.61195;50.41496;374.84163;2223.7025;534.18113;97.054691;814.30347;322.22871;247.84565;209.27923;1309.6187;88.948629;10.241607;2.0996506;227.47448;14924.149;79.911669;3707.5947;2798.8822826982237;0;0.0;6110.202352363462;0;22947.835;10247.56
ChemicalPharma;0;543.599613006626;147.18406287994;7.03433245680461;3150.97966477305;95.834081;472.50286;38.813524;356.72123;18783.344;782.54131;1378.8772;1053.6779;179.05551;1062.7629;9655.5704;38.848283;60.377022;18.545747;5360.2618;2504.8833;28.016526;11805.475;30945.052425787435;23931.5880000471;0.0;106287.05647321482;0;91391.43;95631.598
Paper;0;24.5361298423478;1.51308527656669;0.289534572336338;32.3927796720435;3.4294996;16.908895;24.680081;226.82581;1260.4714;2951.577;182.09102;234.70403;133.84899;1486.3003;2784.3944;30.970442;48.236414;1.7897872;145.75291;537.99308;178.02702;9997.0453;4388.860578184645;0;0.0;9742.872606982119;0;18740.442;16880.74105423542
Auto_industry;0;18.2202201232077;1.2066476520127;0.334226251402913;25.8324311137874;6.3953728;31.531913;4.0877693;37.569226;47.114624;12.312027;36423.788;430.43021;18.146284;59.128635;989.0375;292.51835;914.03293;904.54312;164.49075;151.75699;12.046078;15919.823;54144.58662807896;151.117678250268;44185.78374420331;136593.60846103478;0;146269.8;137877.0380022376
OthEquip;0;156.157485570454;39.8891894283765;8.99963695547205;812.995243307972;343.14604;439.85822;60.205775;277.91832;564.69923;269.31836;7867.3517;6667.7313;1750.5442;590.14936;6548.6383;246.08217;59.654867;43.42904;1391.5398;8303.9082;69.55235;9890.733;12083.266855817059;0;23832.11483802624;42661.6110396452;0;58100.511;62249.19645068364
Electronics;0;55.5498365589523;14.4889664899593;2.84037732091562;380.8131747618;98.493841;126.25332;21.743688;100.37192;136.48106;87.145191;6035.7757;2941.7464;3051.0672;66.178169;1565.2098;18.704475;27.195987;4.9663308;0;1988.0138;31.425674;10351.698;21260.61779406352;236.99178683616;11467.52801339854;29483.829837240504;0;25762.269;63822.89150230076
Food_industry;0;33.7378818061102;1.95311182662901;0.635972380529135;41.8130579471052;12.33609;60.822181;4.4381675;40.789612;1785.6717;231.02605;108.92181;85.692399;15.12572;21157.486;2425.3216;17.094048;78.879117;156.47139;4774.6847;410.68587;127.47183;26794.696;108351.91633685563;196.82641518518;0.0;33987.70214628692;0;134451.07;50557.01394290754
OthManuf;0;497.112661809057;39.9277942123422;25.6258504751647;904.88448395295;883.64718;1132.6941;159.9803;738.49156;3988.0394;1821.5234;15286.253;7517.4633;2191.7809;4182.2937;35135.287;724.138;172.094;1049.644;1488.114;19827.137;434.28515;36167.186;117845.48102371613;2396.96792365853;31781.50048885643;60916.91739443909;0;211770.44;110703.55097654523
LandTransp;0;107.821289477549;3.71304546568776;1.09533559283763;79.4904738230999;7.6135471;37.538032;10.03414;92.220191;278.74997;42.981187;88.32354;66.041221;46.182953;251.89878;283.0023;17596.752;79.552387;81.663217;106.25819;381.89423;122.03296;40647.747;35051.43626880225;6408.36046374647;0.0;1;0;92958.646;3914.2970935905064
NavalTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7416825;2852.4564;0;0;0;0;249.4409;592.4101012040929;0;0.0;33172.963884227305;0;28817.296;0.0
AirTransp;0;26.0687759374422;1.07380090783921;0.264827639150347;22.988392280767;3.1965208;15.76021;2.9189377;26.826913;91.250558;9.0091425;56.97381;23.947422;9.1926945;59.563153;102.6731;37.819003;51.876233;1779.5907;5.8654928;104.42188;52.932204;4002.4533;5184.671069939741;6.84741997289681;0.0;17784.653550198025;0;23564.469;7268.6645706612035
AgriForest_Fish;0;0;0.791855687873761;0;16.9523857365123;0;0;0;0;48.719833;112.20833;0;0.5133663;0;30256.918;2783.8982;0;0;0;12337.272;498.42473;0;2033.3696;31318.167218510192;0;1839.4385803212654;20753.311447847536;0;78787.931;17999.567421197557
Construction;7.29494946943554;495.849296903969;190.056946735162;9.25004877633546;3033.20512109553;161.98522;79.494126;19.926009;126.14987;333.48599;101.86654;909.06409;971.20229;159.52498;269.84109;1105.2388;197.62603;301.49492;130.61475;318.06189;47312.355;4507.2897;19588.006;78503.9520294472;0;199997.644038155;0.0;0;337736.02;0.0
Property_business;0;151.728654699156;21.0763679815289;5.34834360909025;251.923907460889;495.93236;110.82042;64.728634;452.16494;808.47472;184.09433;797.88971;353.52728;117.33441;543.97168;1043.1687;1065.9369;416.02169;250.96907;18.750245;2109.598;10807.525;61827.615;290000;20100.9080049933;14251.799900176451;0.0;0;323566.76;0.0
