IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
Crude;0;0;0;15.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.7;
Natur;0;0;0;0.1;1.6;0.7;3.5;0;0.2;0.1;0;0;1.9;0.1;5.4;12.7;0;0;0.8;27.2;
Coal ;0;0;2.5;0;2.1;0.1;3.3;0;0;0;0;0;0.4;0;0.1;0;0;0;0.1;8.6;
AllFu;0;0;0;0;1.2;0.3;1.8;0.1;0.9;0.1;18.9;1.2;3.5;0.1;4.4;51.9;0;0;10.1;94.5;
Elect;0;0;0;1.1;0;1;4.4;0;0.5;0.2;0.1;0.7;2.3;0.3;17.4;30.2;0;0;4.3;62.7;
HeatG;0;0;0;0;0;0;0.8;0;0.1;0;0;0;0.2;0;1;1.3;0;0;0;3.3;
Heavy;0;1;0.1;1.2;4.7;0.1;57;4;27;7.2;0.2;0.1;13.2;0.4;92.2;50.1;30.3;0.2;124.1;413.1;
Build;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;64.2;0;66.4;
Work_;0;0.5;0;0.5;1.5;0;0.7;17.2;22.4;0.3;0.1;0;0.6;4.6;21.8;14.6;0;182.5;0;267.3;
Autom;0;0;0;0;0;0;0.1;0;0.1;10.1;0.3;0.1;0.3;0;7.6;69.4;0;27.9;46.2;162.1;
Load_;0;0;0;0.1;0.1;0;0.3;0;0.2;0;10.7;2.7;0.3;0.1;29.7;0.8;3.3;0;1.1;49.4;
PassT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.9;0;0;0;17.9;
Agri_;0;0;0;0.1;0.1;0;3.4;0.1;1;0.2;0;0;93.9;0.2;49.1;176.3;0.2;1.9;46.4;372.8;
Prope;0;0.1;0;0.2;0.3;0;2.3;1.5;0.7;0.2;1;0.2;0.6;11.6;69.9;233.7;17;9.9;0;349.3;
OthSe;0.1;2.5;0.1;8;13.3;0.2;62.7;15.6;80.5;38.6;18.7;4.6;43;42.7;1112.1;615.6;561;258.8;318.6;3196.7;
Labour_income;0;0.2;0;0.2;5.1;0.1;18;7.6;64.3;5.6;18.7;4.6;27.9;11.2;726.7;;;;;;
Labour_Tax;0;0.1;0;0.1;2.1;0.1;7.5;3.2;26.9;2.3;7.8;1.9;11.7;4.7;303.5;;;;;;
Capital_income;0;1.8;0;0.5;8.5;0.2;8.7;1.7;7.5;3;7.7;1.9;18.1;59.4;212.4;;;;;;
Production_Tax;0;0.2;0;0.1;1.4;0;2.4;0.6;2.5;0.6;1;0.2;-5;22.4;34.4;;;;;;
Profit_margin;0;1.3;0;0.5;7.7;0.2;8.1;5.1;14.8;-0.7;0.2;0;7.9;188.3;224;;;;;;
M_value;14.2;9.1;1.2;15.5;1.6;0;128.8;0;0;53.4;1.9;0.5;44.4;0;341.8;;;;;;
Trade_margins;0;0;0.2;4.6;0;0;79.1;0;0;26.9;0;0;90;0;-200.8;;;;;;
