IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
Crude;-100;-100;-100;-1.3;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-107.3;-100;-100;0;-1.3;
Natur;43.3;-100;40;50.8;49;47.8;50.3;46.4;52.7;44.9;44.1;41.3;41.4;33.6;45.4; 30.8;-100;-100; 1.4;37.2;
Coal ;-100;-100;200.3;-100;321.2;266;203.2;-100;239.5;181.1;-100;-100;264.7;197.1;264.3; 241.7; 8076379.2; 31798.7; 82.6;227;
AllFu;-100;-100;-100;-100;49.7;37;26.7;30.7;29.6;18.9;22;19.6;29;13.4;25.7; 18.8;-100;-100; 1.8;18.6;
Elect;-6.2;-3.1;-8.3;-1.3;-100;-3.2;-1.5;9.2;8.2;2.6;2.1;0.1;0.7;-5.3;3.1; 3.4;-100;-100; 9;3;
HeatG;-100;-100;-100;-100;-100;-100;9.5;-100;20.2;-100;-100;-100;11.9;5.2;14.4; 14.8;-100.2;-100;0;13.3;
Heavy;-100;-4.2;-9.4;-2.4;-3.6;-4.3;-2.6;7.8;6.9;1.5;1;-1;-0.5;-6.4;1.8;-0.5; 1.2; 6.8;-1.1;0.2;
Build;-100;-100;-100;-100;-100;-100;-100;6.8;-100;-100;-100;-100;-100;-7.3;-100;-100;-100; 6.8;0;6.8;
Work_;-8.9;-5.8;-11;-4.1;-5.2;-6;-4.3;6;5.1;-0.3;-0.8;-2.7;-2.2;-8.1;0.1;-0.5;-100; 6.8;0;5.2;
Autom;-100.5;-5.9;-11;-4.1;-5.3;-6;-4.3;5.9;5;-0.3;-0.8;-2.8;-2.2;-8.1;0;-0.5;-100; 6.8;-0.9;0.6;
Load_;-100;2.3;-3.3;4.2;3;2.2;4;15.1;14.2;8.3;7.8;5.7;6.3;-0.1;8.7;-0.5; 1.2;-100; 8.2;7.6;
PassT;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-0.5;-100;-100;0;-0.5;
Agri_;-100;-4.7;-9.9;-3;-4.1;-4.8;-3.1;7.2;6.3;0.9;0.4;-1.6;-1;-7;1.2;-0.5; 1.2; 6.8;-0.4;-0.4;
Prope;-100;4.8;-1;6.7;5.4;4.6;6.5;17.9;16.9;10.9;10.4;8.2;8.8;2.3;11.3;-0.5; 1.2; 6.8;0;2.3;
OthSe;-8.5;-5.4;-10.6;-3.7;-4.8;-5.6;-3.9;6.4;5.5;0.1;-0.4;-2.3;-1.8;-7.7;0.5;-0.5; 1.2; 6.8;-0.3;0.7;
Labour_income;-9;-6;-11.1;-4.3;-5.4;-6.1;-4.4; 5.8; 4.9;-0.5;-1;-2.9;-2.4;-8.2;-0.1;;;;;;
Labour_Tax;-15.8;-13;-17.7;-11.3;-12.4;-13.1;-11.5;-2;-2.9;-7.8;-8.3;-10.1;-9.6;-15;-7.5;;;;;;
Capital_income;-6.7;-3.6;-8.8;-1.8;-3;-3.7;-2; 8.5; 7.6; 2.1; 1.6;-0.4; 0.1;-5.8; 2.5;;;;;;
Production_Tax;-6.4;-3.4; 149.5;-1.8; 3.2; 13.4;-1; 6.8; 5.1;0; 4.3;-0.6;-0.7; 2.3; 0.6;;;;;;
Profit_margin; 0.3; 3.5; 167.3; 5.2; 10.6; 21.5; 6.1; 14.5; 12.6; 7.1; 11.7; 6.5; 6.4; 9.6; 7.7;;;;;;
M_value;-9.2;-6.2;-11.3;-4.5;-5.6;-6.4; 1.9; 5.4; 4.6; 0.4;-1.2;-3.1; 1.3;-9.4; 1.2;;;;;;
Trade_margins;-9.2;-104.9; 61.9;-2.8;-85.9;-750.6; 0.2;-57.6;-102.5; 0.2;-92.1;-113.3;-0.4;-173.5;-0.1;;;;;;
Transp_margins;-9.2;-4.9; 61.9;-2.8; 2.9; 13.4; 0.2;-75.8;-95.3; 0.2; 0.2;-210.8;-0.4;-1654.1; 0.6;;;;;;
SpeMarg_Crude_oil;0;-12.6;0;0;-6;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Natural_gas;0;0;0;0;-2.9;0;0;0;0;-5.9;-1.1;0;0; 4.8;0;;;;;;
SpeMarg_Coal;0;-14.6; 53.8;0;-8.1;0;0;0;0;-11;-6.5;0;0;-0.9;0;;;;;;
SpeMarg_AllFuels;-9.2;-8;0;0;-1.1;0;0;0;0;-4.1; 0.7;0;0; 6.7;0;;;;;;
SpeMarg_Electricity;0;-9.1; 63.8;-8.7;0;0;0;0;0;-5.3;-0.5;0;0; 5.4;0;;;;;;
SpeMarg_HeatGeoSol_Th;0;-9.8; 62.5;-9.4;-3;0;0;0;0;-6;-1.3;0;0; 4.6;0;;;;;;
SpeMarg_Heavy_Industry;0;-8.2; 65.4;-7.8;-1.2;0;0;0;0;-4.3; 0.5;0;0; 6.5;0;;;;;;
