2019;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;7.212;0;0;0;0;0;0;0;0;4222.700297;0;0;0;0;0;0;109.737481;9717.806758;467.3072794;1025.012052;173.4455032;10.53619719;48.85521067;0;101.7563361;52.82180467;29.46614096;76.02990376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16042.68696;2578.836791;13463.85017
CrudeOil;0;0;0;36857.25147;0;50533.7072;0;22577.11645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83422.0289;193390.104;177199.2971;16190.80689
NaturalGas;0;16269.71563;5223.404383;1532.865232;0;2101.658689;463.84272;938.9652093;0;14486.90648;0;0;0;0;0;0;18.31936529;1196.297452;721.3665854;789.6220989;2355.59565;144.3973597;669.5549919;219.6333284;899.581886;1378.906135;597.7214029;1542.26849;0;0;0;0;1410.15931;0;0;0;3.345851711;19.17214711;19.27289211;171.5715303;640.073016;0;0;0;53814.21784;41163.35523;12650.86261
OthFossFuel;0;237.3874497;202.2092944;1481.148097;0;1840.622513;0;823.2188217;0;3936.111184;5.513735055;9.493887546;22.26618641;48.62910121;14.96819252;7.149226287;3609.170788;246.7164286;755.3249076;1838.875254;1948.768858;72.43066677;335.8531943;47.21650708;336.9926597;395.2383955;182.5429382;471.0057567;0;0;493.8366596;937.8962829;0;0;3179.861836;0;20.24420399;116.0018108;116.6113723;442.9090856;6960.12767;0;0;11736.43019;42872.77315;37719.77477;5152.998383
OthBiofuel;0;0;0;0;3091.236589;0;0;0;0;2778.539399;126.9253997;218.5479461;512.5644562;1119.435019;344.5656709;164.5741761;310.5536456;3602.519832;0;11.59983146;62.912517;377.1721738;1748.906714;62.59551067;9460.055008;2391.284962;244.6701222;631.309199;0;0;0;0;0;0;0;0;0;0;0;179.7952718;6201.559985;0;0;0;33641.32343;33641.32343;0
Diesel;0;1330.17044;0.001298174;977.7222374;0;3.935085247;0.250070598;1.871811868;0;1480.753565;304.8000776;524.8234875;1230.878031;2688.223804;827.4438645;395.2102713;56.3147837;30.49569352;454.0521208;10.36002666;15.88841225;38.61780238;179.0665869;2.106824706;173.5810712;20.88436753;37.63932988;97.11874494;28536.9538;1004.607482;0;236.4795718;8259.007454;0;0;79.7320584;0.189876246;1.088014543;1.093731797;4.841178423;0;0;0;3144.4883;52150.69128;48354.74699;3795.944284
Biodiesel;0;0;0;0;0;0;0;0;0;0;20.68345362;35.61404035;83.52625386;182.4204009;56.14958148;26.81860642;3.822487017;1.853256042;25.27491192;0;1.183444249;2.714026887;12.58465013;0.147388571;11.09922638;1.531860675;3.177867593;8.199681375;1889.145174;62.18017182;0;0;546.7459556;0;0;0;0.013462585;0.077142288;0.077547652;0.266992746;0;0;0;0;2975.307584;2975.307584;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2604.054764;0;0;0;0;0;0;0;19096.4016;0;0;1500.485628;23200.942;21844.93814;1356.003854
Ethanol;0;0;0;0;0;0;0;0;0;0;0.644111443;1.10907063;2.601123435;5.680824388;1.748575873;0.835168614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1868.498278;0;0;0;0;0;0;0;15117.8497;0;0;1185.267482;18184.23434;17408.57241;775.6619284
Electricity;0;908.9774093;62.06491678;150.2829152;45.11921042;175.5975151;11.15904047;83.52691037;593.12937;8612.64186;125.9929493;216.9423957;508.7989299;1111.211152;342.0343383;163.3651411;620.3904048;2284.024902;1304.68302;2598.570652;1896.167542;392.6991977;1820.90385;567.05137;1991.569471;339.288443;1101.534258;2842.229789;0;0;0;0;0;237.643828;0;0;288.0531519;1650.580445;1659.253846;8965.096233;13299.37916;0;0;11.3814771;56981.34509;54261.89879;2719.4463
