4.24331756335355E-07;1.04809552164639E-06;8.00178276500105E-07;9.35312678870251E-08;2.33318522222333E-07;0;3.0475984266668E-08;7.33946233991427E-08;7.33946233991427E-08;1.21981011362516E-08;3.37700582843523E-07;3.37700582843523E-07;2.52901065273503E-08;0;1.52723617903518E-08
3.03729588525553E-08;4.99315755267403E-07;1.55190809927943E-09;1.48129875087363E-09;1.56146070883514E-11;0;1.16078540825918E-10;9.12038602499009E-11;9.12038602499009E-11;3.27640011199473E-12;3.11292127999937E-09;3.11292127999937E-09;5.23166938556191E-10;0;3.99401077392116E-11
1.88347039459471E-16;2.57320300712934E-13;2.5068756562869E-15;7.58929204202418E-10;1.44466398004056E-11;0;2.12660227736374E-10;1.24641134552986E-10;1.24641134552986E-10;1.66805354563689E-10;1.30697558283498E-09;1.30697558283498E-09;7.35248966349814E-11;0;4.89462545738393E-11
2.93586675959064E-19;7.77030282310374E-13;1.53775576470048E-16;1.7270742772969E-12;9.21252664747415E-12;0;1.14130784235316E-10;5.77567386009131E-12;5.77567386009131E-12;1.70243988922572E-12;8.99251877024823E-10;8.99251877024823E-10;2.78189838790343E-10;0;9.63754647103699E-11
3.11367420388111E-16;4.92651244424445E-12;3.42986781389446E-08;8.94843209458661E-10;9.14620848173392E-10;0;1.39717506038307E-09;3.50173853603302E-09;3.50173853603302E-09;8.876496391407E-10;3.12762172183708E-09;3.12762172183708E-09;1.75870653310646E-09;0;5.73594346690131E-10
3.08647034016763E-17;4.28082164067936E-14;6.14147677764534E-18;5.3524519431153E-10;4.75655805728608E-13;0;4.18138567403991E-10;1.35570855874106E-09;1.35570855874106E-09;5.78963383969636E-10;1.09645524722908E-09;1.09645524722908E-09;2.15037027526031E-11;0;1.91753817578418E-10
4.50353825179829E-19;1.26083070635571E-12;3.64865869235764E-14;1.2485914691171E-11;1.38746260722115E-10;0;1.09393871838845E-10;2.41650004414395E-11;2.41650004414395E-11;5.47176099060784E-12;5.32029856456792E-09;5.32029856456792E-09;9.54507776458491E-11;0;4.45701415856668E-11
1.16374440054651E-07;3.03610448011983E-07;1.74283394369024E-07;8.25956294748906E-08;9.13657926731488E-09;0;0.000000004;1.03206271344275E-08;1.03206271344275E-08;4.73076665528652E-11;3.65975938160532E-08;3.65975938160532E-08;5.13826108653021E-10;0;1.43446011555584E-09
1.27989389574783E-14;6.81717429074187E-10;1.25568989475667E-11;4.53285547485012E-09;6.46680958224973E-10;0;1.15404553171471E-09;4.95378187457737E-10;4.95378187457737E-10;1.05646602043435E-10;0.000000005;0.000000005;4.67707314673183E-09;0;2.29361860395505E-10
6.68316096964479E-09;0.000000008;3.42894134412026E-10;3.69673108613178E-09;3.44037936629295E-09;0;0.000000002;8.57946987351724E-10;8.57946987351724E-10;8.82600678189401E-10;9.72444748847517E-09;9.72444748847517E-09;0.000000002;0;5.37220890400611E-10
8.17034333867008E-13;7.10055041145595E-09;1.67762783317275E-07;3.78521668798994E-08;9.43264644595169E-10;0;5.29677049855987E-09;6.34741228199726E-09;6.34741228199726E-09;5.70731310651543E-10;7.98503122175095E-08;7.98503122175095E-08;1.4790737323998E-09;0;2.71895283292775E-09
6.20037973980005E-18;3.1811422170699E-11;4.2805280011644E-11;2.25112573478332E-09;2.38661038988073E-09;0;0.000000002;2.48318660066035E-09;2.48318660066035E-09;4.06360771050354E-09;5.22871505483796E-08;5.22871505483796E-08;5.43832794425576E-09;0;4.28507236275197E-10
1.16542837180263E-11;1.43910665662457E-12;3.36845341147719E-12;3.13711450931902E-09;4.03042403794173E-10;0;1.75237215268244E-09;2.5562489288041E-09;2.5562489288041E-09;0.000000001;3.04537457260271E-08;3.04537457260271E-08;2.17945943293453E-09;0;7.06752993209841E-10
2.07687824596871E-14;3.26036613021851E-10;2.26024058224046E-11;0.000000004;4.4513404515479E-10;0;1.60321357478644E-09;4.00792606389906E-10;4.00792606389906E-10;3.80733859896857E-10;1.30618723735747E-08;1.30618723735747E-08;3.42734461054091E-09;0;4.56655338752583E-10
1.48386799343885E-11;0.000000044;9.07420440760349E-08;3.22152537436159E-08;4.68234940032957E-08;0;8.52931252096492E-09;5.83119896028956E-08;5.83119896028956E-08;0.000000001;3.84064450687275E-08;3.84064450687275E-08;0.000000001;0;1.05416378947016E-08
5.21370372444088E-14;7.25209615284615E-09;4.8673438277967E-09;4.38499270558867E-09;0.000000017;0;6.4159618533012E-09;4.54708618657026E-09;4.54708618657026E-09;0.000000006;1.75443996831897E-08;1.75443996831897E-08;4.28050030410665E-09;0;1.52119217016931E-09
