2020;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;39176.9212077757;10079.6738767745;0;0;0;0;0;0;0;48254.1742779277
FinEnHTr;135.572059460128;0;575.793844527;40077.9068692447;25168.6669686822;0;0;9354.74404338788;0;0;32454.1904550274
FinEnHRes;66.7489879633759;1616.10322033784;15060.490796221;56914.2375947395;30680.2378109457;0;0;25157.5941806739;0;0;57596.8364791222
AllComp;0;0;0;0;0;0;0;790989.222353282;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
