2035;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;38021.9102713393;9782.50571744818;0;0;0;0;0;0;0;46831.5484742273
FinEnHTr;131.575134573631;0;558.818335297104;38896.3331437862;24426.6462915038;0;0;9078.94820888691;0;0;31497.3785424744
FinEnHRes;64.7810995046354;1568.45739120286;14616.4785808281;55236.2964795551;29775.725431931;0;0;24415.8999505683;0;0;55898.7710368503
AllComp;0;0;0;0;0;0;0;0;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
