2025;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;37270.8833138297;9589.27698555741;0;0;0;0;0;0;0;45906.5093292958
FinEnHTr;128.976199583318;0;547.780288256235;38128.0341674648;23944.159490721;0;0;8899.61648141589;0;0;30875.2272563483
FinEnHRes;63.5015122425045;1537.47647062069;14327.766904857;54145.2427320423;29187.5810615089;0;0;23933.6254166515;0;0;54794.6317750212
AllComp;0;0;0;0;0;0;0;0;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
