2030;PrimEnergy;FinEnHTr;FinEnHRes;AllComp;C;G;I;X;Tot_uses;Y;M
PrimEnergy;0;37644.5239190508;9685.40948733762;0;0;0;0;0;0;0;46366.722085322
FinEnHTr;130.269185984141;0;553.271785646003;38510.2677099936;24184.1996896155;0;0;8988.83513664208;0;0;31184.7514095932
FinEnHRes;64.1381149027355;1552.88967223866;14471.4027680782;54688.048790431;29480.1865616505;0;0;24173.5600114535;0;0;55343.9479585657
AllComp;0;0;0;0;0;0;0;0;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0
