numero_simulation;last_commit;branch_name;SHA;uncommited_changes;Scenario;Country;Datehour;Model version;Commentary;Macro_nb;Proj_scenario;SystemOpt_Resol;study;Nb_Iter;AGG_type;Demographic_shift;Labour_product;World_prices;X_nonEnerg;Invest_matrix;Real_GDP_metadata;Non_energy_output_metadata;Energy_output_metadata;Non_energy_consumption_metadata;Energy_consumption_metadata;Unemployment_rate_metadata;Volume_of_investment_metadata;Real_Net_of_tax_wages_metadata;CPI_metadata;Emissions_MtCO2_metadata
42.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240606_11h24m25;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3224486,9;5815524,4;117998;2307918,2;122687,16;10,21632;6,835e+08;47211,07;0,9697021;10,865488
41.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240606_11h23m28;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3287235;5869615,4;102423,19;2368361,5;167655,65;9,7237433;5,498e+08;47444,944;0,9299254;182,73578
40.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240606_11h19m20;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3562929,8;6268319;183429,64;2717854,8;196499,3;6,0621693;8,745e+08;49740,539;1,075328;103,93621
39.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240606_11h18m14;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3441453,6;6071241,7;117041,55;2576821;206316,98;8,1665742;5,844e+08;48280,226;0,9694172;262,36171
38.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240606_11h08m38;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3470637,8;6094633;118659,71;2587401,2;189282,35;8,1746588;6,105e+08;48275,449;0,9638693;111,38413
37.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240606_11h07m46;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3433782,7;6067992,4;108330,45;2569264,8;196146,48;8,2179415;5,786e+08;48249,963;0,964747;259,65121
36.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240606_11h05m33;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3443568,9;6045129,1;112214,31;2563769,6;177259,53;8,7363275;6,017e+08;47955,718;0,9621756;119,16239
35.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240606_11h04m23;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3423820,2;6051276,3;109788,71;2563704,6;197916,45;8,3974642;5,799e+08;48145,807;0,9674647;262,46388
34.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240606_11h01m18;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3391860,9;5959991,6;111087,6;2537222,9;187197,42;9,57843;5,951e+08;47516,436;0,9639501;120,34721
33.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240606_11h00m31;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3389562,5;5996737,1;112837,57;2547005,6;206033,81;8,9038209;5,804e+08;47864,734;0,9721043;275,13065
32.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240606_10h58m10;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3327777,7;5854898,6;121241,72;2486417,1;218946,05;10,804643;5,895e+08;46947,476;0,9728144;128,01191
31.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240606_10h57m12;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3354894,9;5934798,2;119440,95;2518292,5;223207,8;9,5949651;5,835e+08;47508,241;0,9797643;310,98353
30.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240606_10h54m46;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3283513,2;5775688;133023,87;2452422;250638,11;11,468641;6,601e+08;46668,312;1,0027617;132,79654
29.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240606_10h53m41;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3260349,4;5728895,6;131962,82;2438145,6;249985,03;11,898239;6,921e+08;46497,009;1,0333702;352,64293
28.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240606_10h00m22;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3394983,3;5962727,5;110584,48;2538580;186677,48;9,5338783;6,059e+08;47538,594;0,9660001;120,49534
27.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240606_09h59m20;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3387684;5993200,7;113172,6;2546120,7;206646,99;8,9236812;5,851e+08;47854,07;0,9739076;275,8437
26.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240606_09h42m14;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3353050,5;5931344;119780,8;2517443,1;223832,71;9,6151661;5,879e+08;47498,25;0,9815142;311,71591
25.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240606_09h41m12;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3331035,6;5858024,5;120756,74;2487847,5;218466,31;10,755677;5,997e+08;46968,805;0,9747051;128,16081
24.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240606_09h40m06;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3259627,8;5743205,7;131844;2431754,3;248513,88;12,259191;5,978e+08;46358,258;0,9802916;131,55841
23.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240606_09h39m14;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3288918,7;5827342,8;133167,85;2464974;251844,21;10,935969;5,869e+08;46890,792;0,9863368;354,00169
22.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240605_18h44m32;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3292455,5;5831130,7;134023,1;2465243,7;254429,48;10,907762;5,870e+08;46902,903;0,9863035;355,65505
21.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240605_18h43m44;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3261763,6;5744748,9;132682,33;2430881,7;251740,53;12,257862;5,980e+08;46358,761;0,980787;131,73889
20.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240605_18h37m56;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3261763,6;5744748,9;132682,33;2430881,7;251740,53;12,257862;5,980e+08;46358,761;0,980787;131,73889
19.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240605_18h34m35;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3292455,5;5831130,7;134023,1;2465243,7;254429,48;10,907762;5,870e+08;46902,903;0,9863035;355,65505
18.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240605_18h21m39;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3261310,6;5728801,6;133182,41;2437380,5;253238,37;11,904735;6,932e+08;46494,472;1,0343047;355,04758
17.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240605_18h20m26;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3286629,8;5778720,8;133279,99;2451861,6;253244,1;11,459708;6,599e+08;46671,949;1,0027633;133,0185
16.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240605_18h03m45;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3362255,3;5886168,9;135655,65;2524703,2;259014,73;9,110905;8,640e+08;47754,812;1,0872843;137,75316
15.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240605_18h02m46;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3362255,3;5886168,9;135655,65;2524703,2;259014,73;9,110905;8,640e+08;47754,812;1,0872843;364,23465
14.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240605_17h50m56;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3284577,8;5777297,8;132432;2452747,7;249979,97;11,459211;6,595e+08;46672,151;1,0021799;132,83149
13.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240605_17h50m09;Model version;;SNBC3_run2;SNBC3test2_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3258053;5725308,4;132326,54;2437155,3;250643,73;11,931047;6,928e+08;46484,208;1,0342184;353,38542
12.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240605_15h58m46;Model version;;SNBC3_run2;SNBC3test_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3167486,2;5624135,6;137677,24;2303686,6;235379,43;11,987439;7,487e+08;46462,294;1,0379601;282,47058
11.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240605_15h58m39;Model version;;SNBC3_run2;SNBC3test_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3215510,1;5755400,6;219328,14;2361662,5;236303,32;9,702337;1,116e+09;47455,402;1,1612745;21,564134
10.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240605_15h30m45;Model version;;SNBC3_run2;SNBC3test_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3215510,1;5755400,6;219328,14;2361662,5;236303,32;9,702337;1,116e+09;47455,402;1,1612745;21,564134
9.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AME_run2testbis;FRA2018;20240605_15h27m23;Model version;;SNBC3_run2;SNBC3test_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3167486,2;5624135,6;137677,24;2303686,6;235379,43;11,987439;7,487e+08;46462,294;1,0379601;282,47058
8.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;True;AMS_run2testbis;FRA2018;20240605_15h22m19;Model version;;SNBC3_run2;SNBC3test_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3215510,1;5755400,6;219328,14;2361662,5;236303,32;9,702337;1,116e+09;47455,402;1,1612745;21,564134
7.0;"Decarb_indus itération 4
";master_merging_all_france_2;5dc691c08d;False;AME_run2testbis;FRA2018;20240605_15h13m00;Model version;;SNBC3_run2;SNBC3test_run2;SystemOpt_Static_neokeynesienlesdemand;SNBC3_RunChoices;3;AGG_23TME;True;True;True;True;T;3166627,9;5616028,3;143945,25;2301911,7;243593,44;12,09024;7,487e+08;46422,636;1,0397444;282,12842
6.0;"Excel métadonnées
";master_merging_all_france_2;b0680e8f29;C:\Users\jeanw\Documents\IMACLIM-Country;AME;FRA2018;20240104_15h57m35;Model version;;SNBC3;SNBC3;SystemOpt_Static_neokeynesien;SNBC3_RunChoices;4;AGG_23TME;True;True;True;True;T;3325223,5;5908130;93322,348;2789635,5;151348,76;4,0400604;9,187e+08;50729,074;1,2174217;157,65997
5.0;"Update config : AME en scénario par défaut
";master_merging_all_france_2;a7a398f8cc;True;AME;FRA2018;20240103_17h13m17;Model version;;SNBC3;SNBC3;SystemOpt_Static_neokeynesien;SNBC3_RunChoices;4;AGG_23TME;True;True;True;True;T;3325223,5;5908130;93322,348;2789635,5;151348,76;4,0400604;9,187e+08;50729,074;1,2174217;157,65997
4.0;"Update config : AME en scénario par défaut
";master_merging_all_france_2;a7a398f8cc;True;AMS;FRA2018;20240103_17h11m10;Model version;Commentaire;SNBC3;SNBC3;SystemOpt_Static_neokeynesien;SNBC3_RunChoices;4;AGG_23TME;True;True;True;True;T;3288441,7;5895724,7;118432,86;2833031,7;126974,84;3,8191306;9,93E+08;51015,162;1,2764765;11,809315
3.0;"Update config : AME en scénario par défaut
";master_merging_all_france_2;a7a398f8cc;True;AMS;FRA2018;20240103_16h53m57;Model version;Commentaire;SNBC3;SNBC3;SystemOpt_Static_neokeynesien;SNBC3_RunChoices;4;AGG_23TME;True;True;True;True;T;3288441,7;5895724,7;118432,86;2833031,7;126974,84;3,8191306;9,93E+08;51015,162;1,2764765;11,809315
2.0;"Update config : AME en scénario par défaut
";master_merging_all_france_2;a7a398f8cc;True;AME;FRA2018;20240103_16h03m44;Model version;Commentaire;SNBC3;SNBC3;SystemOpt_Static_neokeynesien;SNBC3_RunChoices;4;AGG_23TME;True;True;True;True;T;3325223,5;5908130;93322,348;2789635,5;151348,76;4,0400604;9,19E+08;50729,074;1,2174217;157,65997
1.0;"Update config : AME en scénario par défaut
";master_merging_all_france_2;a7a398f8cc;True;AME;FRA2018;20240103_16h03m44;Model version;Commentaire;SNBC3;SNBC3;SystemOpt_Static_neokeynesien;SNBC3_RunChoices;4;AGG_23TME;True;True;True;True;T;3325223,5;5908130;93322,348;2789635,5;151348,76;4,0400604;9,19E+08;50729,074;1,2174217;157,65997
