;Coal;Coke;Crude_Non_transport;Transport_fuels;Biomass;Natural_gas;Electricity;Renewable;Iron_Steel;Chem_Petrochem;Aluminium;Cement;Construction;Textile;Resid_industries;Agriculture;Air_transport;Water_transport;Road;Rail;Housing;Other_services;C;G;I;X;Tot_uses;Y;M
Coal;590.5557167631580;21356.2796976981000;8048.3407182329300;3683.1300347012700;0.0000000000000;45.8684368418161;180725.4432249250000;0.0000000000000;42040.2756679447000;6650.5108422688200;8427.5697408688800;19039.6568998875000;356.6483569064020;4272.5012293487400;16449.7040863306000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;1155.6081148026200;0.0000000000000;5369.9583989090900;74.2879099442017;0.0000000000000;0.0000000000000;990.9417876451610;319277.2808640190000;234138.9598562760000;85138.3210077427000
Coke;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;18486.2198226574000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;808.8894895289210;19295.1093121863000;17220.0151540844000;2075.0941581018700
Crude_Non_transport;461.6698412429010;0.0000000000000;118636.0516014140000;110196.0343482200000;263.7894506928440;481.4303737678110;9575.6048509695700;0.0000000000000;760.7103538242920;12048.9747589179000;582.9999997168140;4414.3430856270500;7158.4828648923600;679.5621454748650;11783.1726315318000;9339.6135447767200;0.0000000000000;0.0000000000000;0.0000000000000;183.9309620123970;0.0000000000000;5672.8033690274900;23352.5400069957000;0.0000000000000;0.0000000000000;0.0000000000000;315591.7141891050000;130002.3272365930000;185589.3869525120000
Transport_fuels;271.3687338785560;0.0000000000000;259.5521119730430;0.0000000000000;0.0000000000000;290.6760439327410;1284.8774458342700;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;1301.4655430306900;146.5446255950440;3723.5699118972000;0.0000000000000;1676.6670200160800;278.5477558025020;32728.2179685438000;3874.0900403210800;0.0000000000000;4201.4080410684100;18675.3606170000000;0.0000000000000;0.0000000000000;68559.8883437989000;137272.2342026920000;122012.2480643860000;15259.9861383062000
Biomass;0.0000000000000;0.0000000016490;0.0000000250253;198.9395748748750;0.0000000000000;0.0113111282172;11472.2235472540000;0.0000000000000;0.0000870661197;699.0983683772250;0.0000000000000;0.0000000000000;927.9139158109990;4270.5344862386500;24239.7477673098000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;6625.6508237729100;52259.5040983126000;0.0000000000000;0.0000000000000;0.0000000000000;100693.6239801720000;100693.6239801720000;0.0000000000000
Natural_gas;1542.8497612492000;82.4772965076703;2727.9913722093200;572.8176256139170;0.9506872369836;1689.3135143726300;16752.3154282363000;0.0000000000000;0.0000000000000;20025.8824143305000;0.0000000000000;0.0000000000000;1907.0105493986500;904.3444486099680;1907.0105488478300;171.7729097965150;0.0000000000000;0.0000000000000;2200.2674378055100;1115.0161186652700;0.0000000000000;934.1451956514710;868.7289992504640;0.0000000000000;0.0000000000000;0.0000000000000;53402.8943077823000;36076.1850074956000;17326.7093002867000
Electricity;72.7179186633872;18.5242962835941;869.9746111761590;128.6541128606260;352.4453832571810;438.6064554573910;0.0000000000000;0.0000000000000;2579.9568374164700;608.8464620667910;154.3771231504440;279.7565413690240;3294.3632775112600;1075.8346287255900;12015.7064910165000;12326.3930467258000;236.8469105943970;44.0874690505932;195.1200931558570;1212.3233238004600;0.0000000000000;7508.5247124444400;17044.3504484538000;0.0000000000000;0.0000000000000;0.0264819562933;60457.4366251361000;60456.6221679602000;0.8144571758709
Renewable;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;21980.9999965003000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;21980.9999965003000;21980.9999965003000;0.0000000000000
Iron_Steel;0.0000000000000;92.4691420215642;605.6796805384630;202.5301241631440;1915.8833347540100;2269.4996573546900;2040.2736069287000;1482.9128807893900;9608.9254686617400;17.4434957956963;3777.3215383465700;116.2063555192970;34504.0165662370000;1.6744503215996;19179.7219246653000;0.0000000000000;0.0000000000000;0.0181639290875;0.0000000000000;0.0000000000000;0.0000000000000;3143.6643784719200;0.0000000000000;0.0000000000000;0.0000000000000;8451.9222799999900;87410.1630484982000;76718.7015747406000;10691.4614737576000
Chem_Petrochem;126.3194838669670;158.5019580183060;1038.1994814536100;347.1582036530930;19.3273027590617;343.3749567526990;16.8838626588227;12.2715391353500;885.9035111322540;36378.2435645204000;210.6435487355380;342.3015895413580;13680.5879811370000;7256.0623042024300;11250.5109293510000;4910.4626655816600;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;11530.2584490952000;8354.1413592591300;0.0000000000000;0.0000000000000;17287.6708900000000;114148.8235808540000;91265.4530713290000;22883.3705095248000
Aluminium;0.0000000000000;0.0000000051503;0.0000000337351;0.0000000112805;11.4483144322421;0.0124549224968;12.1916054888193;8.8611099783268;970.1485612146530;264.7377970361400;2926.8170126757700;311.1336655347440;3.7726055859691;9.7201324437006;19083.7241470243000;0.7734543498753;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;543.1108719839450;0.0000000000000;0.0000000000000;0.0000000000000;2182.8098100000000;26329.2615427212000;23040.3528360412000;3288.9087066799400
Cement;0.0000000000000;0.1921900926082;1.2588592404851;0.4209434895566;11.7284486717538;0.0015551941967;12.4899276699797;9.0779366841009;138.2067650033800;76.4269121726007;380.7023028324990;4287.2049573185800;31758.8197196556000;8.6007507018180;2475.5345865078200;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;0.0000000000000;170.9366418317910;124.9019974405440;0.0000000000000;0.0000000000000;1345.6026800000000;40802.1071745073000;39112.6446618631000;1689.4625126442600
Construction;10.6850539611799;31.6715054241114;207.4506896903450;69.3683729052346;1221.5688552559300;284.1958981213020;1300.5673708735100;945.2791527828310;1800.7557389697400;347.9410156568550;1183.1423541676000;1237.3346548874600;3.8157162540212;206.5466982894340;5929.7398714682200;1207.0398573352600;242.8718432134190;24.9795249692348;2104.6361533487100;694.1880782106470;2786.6120588383600;20507.7550022881000;0.0000000000000;0.0000000000000;185672.8232748150000;469.3021650143340;228490.2709067410000;227905.3595823750000;584.9113243660340
Textile;144.5027435858930;1.5180685362869;9.9434605533521;3.3249428124968;66.3288282356612;54.5064022640966;66.4046451832524;48.2642638477927;3.3186271764521;1046.3371629095600;4.8468721947864;18.8599390102451;158.4818345504640;17853.8715874154000;808.0842293094460;247.0669800236200;222.1286384137260;39.1508232195487;309.8742402105130;125.4529777181680;0.0000000000000;2620.0495121443700;46605.1750038745000;0.0000000000000;128.3588990628320;20911.4117700000000;91497.2624522525000;85958.3926380700000;5538.8698141824900
