IC prices CO2;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;
Crude;345.6;345.6;345.6;375.7;345.6;345.6;345.6;345.6;345.6;345.6;345.6;345.6;345.6;345.6;345.6;345.6;345.6;345.6;362.8;
Natur;596;482.2;596;596;596;596;597.2;758.1;683.1;683.1;683.1;683.1;689.2;683.1;683.1;1086.5;582;582;221.4;
Coal ;414;414;880.5;414;700.2;710.2;977.3;414;938;1154.1;414;414;742.9;938;772.8;958.2;492.4;492.4;549.2;
AllFu;867.2;867.2;867.2;867.2;778;859.1;1102.2;1347.6;1339;1506.1;1367.2;1367.2;1086.2;1339;1257.9;1746.7;1399.4;1399.4;594.3;
Elect;866.9;866.9;866.9;866.9;1182.2;866.9;754.9;1298.3;1246.4;866.9;866.9;866.9;939.9;1246.4;1293.7;2169;1798;1798;784.5;
HeatG;939.3;939.3;939.3;939.3;939.3;939.3;939.3;939.3;942.1;939.3;939.3;939.3;942.1;942.1;942.1;1056.2;1137.1;1137.1;932.2;
Heavy;1336.3;1336.3;1336.3;1336.3;1336.3;1336.3;1336.3;1336.3;1336.3;1336.3;1336.3;1336.3;1336.3;1336.3;1336.3;1482.3;1482.3;1482.3;1331.6;
Build;1061.5;1061.5;1061.5;1061.5;1061.5;1061.5;1061.5;1061.5;1061.5;1061.5;1061.5;1061.5;1061.5;1061.5;1061.5;1195.2;1195.2;1195.2;1056.9;
Work_;1061.9;1061.9;1061.9;1061.9;1061.9;1061.9;1061.9;1061.9;1061.9;1061.9;1061.9;1061.9;1061.9;1061.9;1061.9;1159.9;1159.9;1159.9;1057;
Autom;26270.1;26270.1;26270.1;26270.1;26270.1;26270.1;26270.1;26270.1;26270.1;26270.1;26270.1;26270.1;26270.1;26270.1;26270.1;27285.9;30229.8;44728.1;26563.5;
Load_;126.7;126.7;126.7;126.7;126.7;126.7;126.7;126.7;126.7;126.7;126.7;126.7;126.7;126.7;126.7;176;176;176;140;
PassT;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;93.9;93.9;93.9;98.9;
Agri_;1457.8;1457.8;1457.8;1457.8;1457.8;1457.8;1457.8;1457.8;1457.8;1457.8;1457.8;1457.8;1457.8;1457.8;1457.8;1540.1;1540.1;1540.1;1462.6;
Prope;83.1;83.1;83.1;83.1;83.1;83.1;83.1;83.1;83.1;83.1;83.1;83.1;83.1;83.1;83.1;84.1;84.1;84.1;83;
OthSe;1007.4;1007.4;1007.4;1007.4;1007.4;1007.4;1007.4;1007.4;1007.4;1007.4;1007.4;1007.4;1007.4;1007.4;1007.4;1073.3;1073.3;1073.3;990.5;
;;;;;;;;;;;;;;;;;;;;
w;91741.1;63744.4;45531.1;79295.3;63744.4;63744.4;52946.7;39196.3;21665.8;71595.3;219237.2;49678;35487.5;24165.5;34398.4;;;;;
pL;130054.3;90365.6;64546;112410.9;90365.6;90365.6;75058.5;55565.6;30713.9;101495.2;310795.9;70424.7;50308;34257.6;48764;;;;;
pK;953.2;953.2;953.2;953.2;953.2;953.2;953.2;953.2;953.2;953.2;953.2;953.2;953.2;953.2;953.2;;;;;
pY;237.6;226059.7;931.8;738.6;1131.4;920.9;1059.2;1056.9;1057;22040.3;231.5;99.2;1077.9;83;1059.5;;;;;
pM;347.1;252.3;164.6;454.1;1008.6;1027.5;1000;1000;1000;21043.9;176.5;87.5;1000;78.1;1000;;;;;
p;344.9;458.7;389.3;604.2;1127;920.9;1034.3;1056.9;1057;21592.2;230;98.9;1064.2;83;1053;;;;;
;;;;;;;;;;;;;;;;;;;;
Units;1 €/tep, €/tons;;;;;;;;;;;;;;;;;;;
