1.7399458260793578e-07;4.6389933003543136e-07;3.8398062244747931e-07;2.2208949637577425e-07;1.2085382571635198e-06;0;0;2.8284470957299576e-07;1.5744395203611733e-07;1.4752399584176692e-07;7.5576978046853735e-08
3.0508695267362897e-08;2.0896944436663275e-07;6.5766173474664829e-10;4.717221508653356e-09;5.1943861239136832e-10;0;0;3.2754150621599104e-10;1.8894425910317943e-09;8.7247000655673405e-09;9.319966061372028e-11
1.3906882068943847e-16;9.8622073185908729e-14;1.1703715344527321e-15;2.2420466811776238e-09;5.0171975014480264e-10;0;0;1.4167388784859073e-09;2.2829752713108225e-09;2.1000157938765958e-10;5.1159476681419591e-10
2.4592041038044376e-19;3.2719389360352069e-13;8.2939473197337578e-17;5.3450142208401366e-12;3.1855872135656769e-10;0;0;5.1780548307525023e-10;1.7703801921154903e-09;5.9284353669322012e-10;4.7384058965846915e-10
2.8935010620830549e-16;1.9594875079239265e-12;1.9119996459671851e-08;2.806966729048868e-09;3.1670971249574969e-08;0;0;1.3238642625019056e-08;6.5595464732869663e-09;6.9186185382082854e-09;6.290664630180983e-09
2.3982529976383216e-17;3.6241991072977712e-14;2.4595941455585183e-18;1.4168084971740505e-09;1.4046372150179434e-11;0;0;3.8065288558736732e-09;3.9657958088788012e-09;1.2888849413636119e-10;1.9904999273211715e-09
4.2377615193069732e-19;5.1982209587086887e-13;1.9519868768821677e-14;3.8608286026894151e-11;4.2617236640209413e-09;0;0;5.0160398730788175e-10;2.1670451467971802e-09;6.2310073400263185e-11;2.6102844140080116e-10
2.7675770472738894e-08;1.2163614869331677e-07;8.6827860773241379e-08;2.7194289529590525e-07;1.8006292064462135e-08;0;0;2.8835028691446353e-09;1.9472683133518952e-08;9.5233454578013703e-10;2.190604608745547e-09
1.058775957286688e-14;2.7255469365645099e-10;5.8839044981147069e-12;1.4171341565781482e-08;2.2348156581150416e-08;0;0;3.5621046187705216e-09;1.2602604263772929e-08;2.7437927585314269e-08;1.6097211310518013e-09
6.5887118456214636e-09;3.3542052617638139e-09;1.8362915222440112e-10;1.1915134135259228e-08;1.189759295353966e-07;0;0;1.4813055039879748e-08;1.8508045526297692e-08;5.65817096108873e-09;3.8708639666661508e-09
2.3761116376213781e-13;3.1467526546914187e-09;7.8768038991734616e-08;9.0377317673935969e-08;5.1032063575431998e-08;0;0;3.3546373964464594e-08;8.2684451652378803e-08;1.6861466485653022e-08;1.2371217895905865e-08
5.7100598874619226e-18;1.3123414786247807e-11;1.9184070340224636e-11;6.9721372714627266e-09;8.2071181146660091e-08;0;0;4.3727850984872503e-08;1.8362306159987164e-08;4.0269455118456159e-08;5.5732417628831393e-09
8.151183806013602e-12;5.8871933122978523e-13;1.9098693445604452e-12;9.8131393777505965e-09;1.3885286925922736e-08;0;0;5.1833399017471864e-08;1.8155031727163074e-08;1.040796477516058e-08;5.3068195387015619e-09
2.1711665437742302e-14;1.3924420183942551e-10;1.25878430586084e-11;1.3414899455702249e-08;1.5104526043557637e-08;0;0;2.4067453446992159e-08;2.1632282147818544e-08;1.8685417332835934e-08;3.355182334452536e-09
5.5418437653713825e-12;1.9088875443756355e-08;5.1424126608134238e-08;9.2986589220331483e-08;2.563828282253526e-07;0;0;2.3641719953089653e-07;4.7716834580221099e-08;1.1940711040874878e-08;1.2131860166330849e-07
3.9434181895514035e-14;2.7156127005453969e-09;2.6408455915022552e-09;1.3506650339868523e-08;5.8809375030793249e-07;0;0;5.9042522507108323e-08;4.7388042467970596e-08;5.5671876537123632e-09;1.4647988537636112e-08
