1.9197745567136873e-07;4.7559384921457211e-07;4.38647273974526e-07;4.38647273974526e-07;4.38647273974526e-07;4.38647273974526e-07;2.3177729269947104e-07;2.3177729269947104e-07;2.3177729269947104e-07;2.3177729269947104e-07;2.3177729269947104e-07;2.3177729269947104e-07;2.3177729269947104e-07;1.2150584019675975e-06;0;2.2076111050504395e-07;2.3784009109349304e-07;2.9773266913465664e-07;2.9773266913465664e-07;1.6077559072310465e-07;1.4484569862242084e-07;1.5443306361414601e-07;5.7310504349250216e-07;6.2282224857185014e-08;5.988990297178497e-07;1.6041607930962934e-07;0;9.8903003572322315e-08;8.2930867631600464e-08
3.026662096485846e-08;2.0879464303459737e-07;1.1396802178260342e-09;1.1396802178260342e-09;1.1396802178260342e-09;1.1396802178260342e-09;4.819954236988103e-09;4.819954236988103e-09;4.819954236988103e-09;4.819954236988103e-09;4.819954236988103e-09;4.819954236988103e-09;4.819954236988103e-09;4.8922435209426325e-10;0;2.2475309456778592e-09;2.1445403952710066e-09;3.395210252218866e-10;3.395210252218866e-10;3.2510687249285994e-10;3.582837329534234e-10;6.7382097807327268e-10;3.1766240939063232e-09;1.0030142485904922e-09;1.0438523536336642e-08;8.7590587847015726e-12;0;1.0736112707870117e-09;8.7340996415829793e-11
2.0990964729583758e-16;1.1233142968629646e-13;1.5394271011548923e-15;1.5394271011548923e-15;1.5394271011548923e-15;1.5394271011548923e-15;2.56687751316851e-09;2.56687751316851e-09;2.56687751316851e-09;2.56687751316851e-09;2.56687751316851e-09;2.56687751316851e-09;2.56687751316851e-09;4.9360220001794187e-10;0;7.6760480314901033e-09;5.9250731415652123e-10;1.5922079958398146e-09;1.5922079958398146e-09;5.5782156361976962e-10;1.0054589943316607e-09;4.7384021881664997e-09;1.4131200427875854e-10;1.5737562360807979e-10;2.5227254174814839e-09;7.5394249249290873e-11;0;3.7958390520386018e-10;5.3701096531548901e-10
2.9082865915300885e-19;3.3740316404047361e-13;8.8093340909114327e-17;8.8093340909114327e-17;8.8093340909114327e-17;8.8093340909114327e-17;5.5936129916747706e-12;5.5936129916747706e-12;5.5936129916747706e-12;5.5936129916747706e-12;5.5936129916747706e-12;5.5936129916747706e-12;5.5936129916747706e-12;3.221076435405251e-10;0;3.939128505792005e-11;2.2265146819398383e-10;5.4798056015230113e-10;5.4798056015230113e-10;3.278841489465062e-11;1.0087089347657979e-09;9.7968439163540001e-11;2.182343356562164e-10;1.1555941637443523e-10;8.4729006772694628e-09;1.0680548828610126e-10;0;1.4667768981224669e-09;6.5242447060824665e-10
3.2371259381768842e-16;2.2695789266020787e-12;1.9572138536849766e-08;1.9572138536849766e-08;1.9572138536849766e-08;1.9572138536849766e-08;2.9668203423852888e-09;2.9668203423852888e-09;2.9668203423852888e-09;2.9668203423852888e-09;2.9668203423852888e-09;2.9668203423852888e-09;2.9668203423852888e-09;3.1761512765015978e-08;0;8.0498168110007912e-09;1.7958532054159623e-08;1.4476185158099991e-08;1.4476185158099991e-08;1.4512148451292253e-08;1.2049441963415793e-08;6.8576100715737512e-09;6.4484120897472497e-10;4.1232433820971536e-09;3.7737144071406254e-09;7.5074741969041273e-09;0;8.5331725843411416e-09;6.9110755180368932e-09
2.9494627371412398e-17;4.1549148881790764e-14;3.2591377042502952e-18;3.2591377042502952e-18;3.2591377042502952e-18;3.2591377042502952e-18;1.5069645618333947e-09;1.5069645618333947e-09;1.5069645618333947e-09;1.5069645618333947e-09;1.5069645618333947e-09;1.5069645618333947e-09;1.5069645618333947e-09;1.4202662460889872e-11;0;1.2926816272187009e-09;1.7820935322100202e-09;4.2919354174533634e-09;4.2919354174533634e-09;3.7534313094172982e-09;4.4218439340839429e-09;3.904451220508274e-10;5.9655329955921788e-10;2.8619107300101994e-09;1.199994680765927e-08;7.3867926435505e-11;0;1.7279031665692519e-10;2.1962035099089597e-09
5.4887773364603887e-19;5.3127985138956462e-13;2.1593452846333928e-14;2.1593452846333928e-14;2.1593452846333928e-14;2.1593452846333928e-14;4.4173806187852033e-11;4.4173806187852033e-11;4.4173806187852033e-11;4.4173806187852033e-11;4.4173806187852033e-11;4.4173806187852033e-11;4.4173806187852033e-11;4.9175128349698462e-09;0;2.4826766891414592e-10;5.1418550617451002e-10;6.5944177160387072e-10;6.5944177160387072e-10;1.0208293169423277e-10;1.1996432445418171e-09;9.6645826423951808e-10;1.866581651368615e-10;2.7615313588060276e-10;7.3475400768358075e-09;6.4634596573221435e-11;0;5.8414272689192569e-10;3.2294511376641889e-10
3.3297810668101741e-08;1.2834429877815463e-07;9.9014548209936962e-08;9.9014548209936962e-08;9.9014548209936962e-08;9.9014548209936962e-08;2.9357458410511934e-07;2.9357458410511934e-07;2.9357458410511934e-07;2.9357458410511934e-07;2.9357458410511934e-07;2.9357458410511934e-07;2.9357458410511934e-07;1.8168196847163517e-08;0;2.8271478732736421e-08;1.1402442828168981e-08;3.156733606184908e-09;3.156733606184908e-09;1.9549240619803361e-08;2.8063771490114716e-08;5.9105044250174936e-09;7.3400664449910665e-10;4.1712103461322943e-09;1.1578895535428684e-07;1.1196254994837311e-09;0;2.2986543599415404e-09;2.5102288110106817e-09
1.2994818433992545e-14;2.7956930126636697e-10;6.1771745121004922e-12;6.1771745121004922e-12;6.1771745121004922e-12;6.1771745121004922e-12;1.4734917227446297e-08;1.4734917227446297e-08;1.4734917227446297e-08;1.4734917227446297e-08;1.4734917227446297e-08;1.4734917227446297e-08;1.4734917227446297e-08;2.2359873326027735e-08;0;7.5796919667351915e-09;3.9040068566366763e-09;3.7432668139830555e-09;3.7432668139830555e-09;1.5959231193370359e-09;1.7094793414008213e-08;5.3522370144485854e-09;3.5461888596264436e-09;9.0728667808506651e-10;1.3218194406363408e-08;2.8554357326590315e-08;0;1.9133148833436154e-08;1.4714316594535013e-09
6.8976401024246453e-09;3.3580323023229669e-09;1.9560194298661267e-10;1.9560194298661267e-10;1.9560194298661267e-10;1.9560194298661267e-10;1.2095690028033136e-08;1.2095690028033136e-08;1.2095690028033136e-08;1.2095690028033136e-08;1.2095690028033136e-08;1.2095690028033136e-08;1.2095690028033136e-08;1.192228886339257e-07;0;1.9204203654247778e-08;1.2148337740732293e-08;1.6704141667372872e-08;1.6704141667372872e-08;3.6368930114045459e-09;2.1966761219052994e-08;9.8122345379332811e-09;3.4382471864458033e-09;1.2329990423975043e-08;3.6689917650278122e-08;1.9928003270137444e-09;0;9.965811742672591e-09;4.5804137328398196e-09
