1.9061364862486378e-07;4.7469759152024237e-07;4.3776348078903008e-07;4.3776348078903008e-07;4.3776348078903008e-07;4.3776348078903008e-07;2.3136555757169432e-07;2.3136555757169432e-07;2.3136555757169432e-07;2.3136555757169432e-07;2.3136555757169432e-07;2.3136555757169432e-07;2.3136555757169432e-07;1.2149252916227424e-06;0;2.4230320047508506e-07;2.9712050719321858e-07;1.5819675377125484e-07;1.4502460284828868e-07;1.5446541016617432e-07;5.714259551551404e-07;5.9081744888339604e-08;5.9834304460048752e-07;1.6051596079558659e-07;0;9.9244328746630251e-08;8.2332670086193352e-08
3.0295257359192633e-08;2.0883216451403638e-07;1.1388970241551257e-09;1.1388970241551257e-09;1.1388970241551257e-09;1.1388970241551257e-09;4.8195638879383925e-09;4.8195638879383925e-09;4.8195638879383925e-09;4.8195638879383925e-09;4.8195638879383925e-09;4.8195638879383925e-09;4.8195638879383925e-09;4.8983916482067359e-10;0;2.1958956641665802e-09;3.3696760507302155e-10;3.252538544448901e-10;3.5808065899383271e-10;6.7288221310872535e-10;3.173138788537961e-09;9.7216480420521042e-10;1.0398913726645263e-08;8.7678824182721578e-12;0;1.0759692285532622e-09;8.6514246504950197e-11
2.1058693091441472e-16;1.1236711733105204e-13;1.5434555855971464e-15;1.5434555855971464e-15;1.5434555855971464e-15;1.5434555855971464e-15;2.568068089975217e-09;2.568068089975217e-09;2.568068089975217e-09;2.568068089975217e-09;2.568068089975217e-09;2.568068089975217e-09;2.568068089975217e-09;4.9308949784133524e-10;0;1.9409842207998636e-09;1.5884608673170222e-09;5.6428134707844756e-10;1.0136734327417394e-09;4.7484177614229843e-09;1.4179641274307091e-10;1.6239734245517969e-10;2.5242973513161867e-09;7.5528910964660706e-11;0;3.8577985604070975e-10;5.4300643009832374e-10
2.9202272447274107e-19;3.3747354784767514e-13;8.8216929010625042e-17;8.8216929010625042e-17;8.8216929010625042e-17;8.8216929010625042e-17;5.6001633622995692e-12;5.6001633622995692e-12;5.6001633622995692e-12;5.6001633622995692e-12;5.6001633622995692e-12;5.6001633622995692e-12;5.6001633622995692e-12;3.2213353486344797e-10;0;1.6601100593826002e-10;5.4833171153231194e-10;3.312571897251844e-11;1.0123478504208203e-09;9.8158607174561169e-11;2.1846188478597101e-10;1.1747821036296314e-10;8.4759191011760721e-09;1.0687604121275688e-10;0;1.4676727531011094e-09;6.546543763492613e-10
3.1846695868888155e-16;2.2354305723857638e-12;1.958852717191548e-08;1.958852717191548e-08;1.958852717191548e-08;1.958852717191548e-08;2.9521663564437409e-09;2.9521663564437409e-09;2.9521663564437409e-09;2.9521663564437409e-09;2.9521663564437409e-09;2.9521663564437409e-09;2.9521663564437409e-09;3.1752442015113252e-08;0;1.5821160777876924e-08;1.4350375533311228e-08;1.4288780507062146e-08;1.2023044217581268e-08;6.8357062556347996e-09;6.3553258716747523e-10;3.9216927692020218e-09;3.7615161257164675e-09;7.5105300354405444e-09;0;8.5374106359114267e-09;6.8245696098750898e-09
3.0354726951655558e-17;4.2027318372537778e-14;3.4039021039169154e-18;3.4039021039169154e-18;3.4039021039169154e-18;3.4039021039169154e-18;1.5026557674657529e-09;1.5026557674657529e-09;1.5026557674657529e-09;1.5026557674657529e-09;1.5026557674657529e-09;1.5026557674657529e-09;1.5026557674657529e-09;1.4219875797182343e-11;0;2.0152346573086194e-09;4.2946877508724889e-09;3.9589499659420276e-09;4.453931746821285e-09;3.9162940334141747e-10;5.917116104675398e-10;2.524840329274875e-09;1.1995988018940818e-08;7.4135833822625284e-11;0;1.7567820975295235e-10;2.1914822121690017e-09
5.4779754248902861e-19;5.3126920711587439e-13;2.1591213299486267e-14;2.1591213299486267e-14;2.1591213299486267e-14;2.1591213299486267e-14;4.4144651510397494e-11;4.4144651510397494e-11;4.4144651510397494e-11;4.4144651510397494e-11;4.4144651510397494e-11;4.4144651510397494e-11;4.4144651510397494e-11;4.9196769491053363e-09;0;4.3610561019442109e-10;6.5903557809082929e-10;1.0212550664042466e-10;1.2030043027012265e-09;9.6630714826099242e-10;1.8647871075664801e-10;2.7387129111547132e-10;7.3471619498358401e-09;6.4706546867691433e-11;0;5.8447482260486218e-10;3.2219718536071321e-10
3.3167438708403792e-08;1.2812896974467046e-07;9.8286028377305287e-08;9.8286028377305287e-08;9.8286028377305287e-08;9.8286028377305287e-08;2.930149900439167e-07;2.930149900439167e-07;2.930149900439167e-07;2.930149900439167e-07;2.930149900439167e-07;2.930149900439167e-07;2.930149900439167e-07;1.816817842901087e-08;0;1.7730632951071559e-08;3.1249064768138866e-09;1.9333293051849688e-08;2.8085240403055731e-08;5.9232932168218306e-09;7.3967293730759489e-10;4.0145958453260069e-09;1.156360470991086e-07;1.1240371670758044e-09;0;2.3145635411676274e-09;2.5154412241849398e-09
1.2997913873221433e-14;2.7950680238102927e-10;5.7795375547513929e-12;5.7795375547513929e-12;5.7795375547513929e-12;5.7795375547513929e-12;1.4732134413911561e-08;1.4732134413911561e-08;1.4732134413911561e-08;1.4732134413911561e-08;1.4732134413911561e-08;1.4732134413911561e-08;1.4732134413911561e-08;2.2356651365258475e-08;0;4.9524836496204901e-09;3.730381881595972e-09;1.6016399442955562e-09;1.7097857877888117e-08;5.3536956086710722e-09;3.5457842002520852e-09;9.052519828565943e-10;1.3218071471173332e-08;2.8557563859098478e-08;0;1.9158554600300267e-08;1.4722133720788667e-09
6.9179987939226709e-09;3.3582960465827112e-09;1.9554873649287462e-10;1.9554873649287462e-10;1.9554873649287462e-10;1.9554873649287462e-10;1.2104258283190975e-08;1.2104258283190975e-08;1.2104258283190975e-08;1.2104258283190975e-08;1.2104258283190975e-08;1.2104258283190975e-08;1.2104258283190975e-08;1.1923418509997726e-07;0;1.3301810915166265e-08;1.6698839558680507e-08;3.6874877112856876e-09;2.2029653192747543e-08;9.8164967572160047e-09;3.436561708520642e-09;1.265941388742943e-08;3.6691567486796591e-08;1.993857008173575e-09;0;1.0014439463721116e-08;4.5702473474285511e-09
2.6729469523726539e-13;3.1862020984656067e-09;1.0150023639777791e-07;1.0150023639777791e-07;1.0150023639777791e-07;1.0150023639777791e-07;9.947415590045476e-08;9.947415590045476e-08;9.947415590045476e-08;9.947415590045476e-08;9.947415590045476e-08;9.947415590045476e-08;9.947415590045476e-08;5.126006019111604e-08;0;2.1641598722807188e-08;3.7080248637325494e-08;1.5608329833905864e-08;7.8361948257763422e-08;2.0676278825954528e-08;7.3199306603574401e-09;1.3169417434898367e-07;2.3030471051971417e-07;1.7256310298901405e-08;0;5.8947729667622316e-09;1.4067328170773667e-08
6.1365126555648178e-18;1.3356029990144677e-11;2.4687211433103723e-11;2.4687211433103723e-11;2.4687211433103723e-11;2.4687211433103723e-11;7.3072150880708012e-09;7.3072150880708012e-09;7.3072150880708012e-09;7.3072150880708012e-09;7.3072150880708012e-09;7.3072150880708012e-09;7.3072150880708012e-09;8.2808201808305328e-08;0;1.9217022221071579e-08;5.3575800439631764e-08;1.1559070784901263e-08;1.074534875334832e-08;1.7141870589211749e-08;1.3457359812946219e-08;4.5029917752554716e-09;7.1711845886237716e-08;4.4815481783497892e-08;0;1.9089102158704857e-08;6.9224326895851613e-09
1.2070044736904466e-11;5.9051333107482732e-13;1.9214730441651972e-12;1.9214730441651972e-12;1.9214730441651972e-12;1.9214730441651972e-12;1.0217200983785279e-08;1.0217200983785279e-08;1.0217200983785279e-08;1.0217200983785279e-08;1.0217200983785279e-08;1.0217200983785279e-08;1.0217200983785279e-08;1.3960424661059442e-08;0;1.6842828034394814e-08;5.3005424992779769e-08;1.1671403244401757e-08;1.0412127552781622e-08;1.2037896089067367e-08;2.9093471359942176e-09;5.26485273450446e-09;5.5725503220283315e-08;1.0513608691066947e-08;0;1.023508828878288e-08;6.5782964057223904e-09
2.0057395484816975e-14;1.3374125905593341e-10;1.2401099975752059e-11;1.2401099975752059e-11;1.2401099975752059e-11;1.2401099975752059e-11;1.2859325919030245e-08;1.2859325919030245e-08;1.2859325919030245e-08;1.2859325919030245e-08;1.2859325919030245e-08;1.2859325919030245e-08;1.2859325919030245e-08;1.4779663995376194e-08;0;2.0554222105710262e-08;2.2254296751229961e-08;1.5915303039899262e-09;1.1569620343096373e-08;9.9632692333559865e-09;2.2103787441276202e-08;1.9691594518563836e-09;2.209090338145625e-08;1.6035944331066349e-08;0;1.7067561167237146e-08;3.1186613062448725e-09
5.6979501635054211e-12;1.9152017849443137e-08;5.1823779450614984e-08;5.1823779450614984e-08;5.1823779450614984e-08;5.1823779450614984e-08;9.449968231790383e-08;9.449968231790383e-08;9.449968231790383e-08;9.449968231790383e-08;9.449968231790383e-08;9.449968231790383e-08;9.449968231790383e-08;2.567696328413668e-07;0;1.1703173000581135e-07;2.4238313920872685e-07;1.6740406970385126e-07;7.2866611318612679e-08;5.6525559797267255e-08;2.6794023587476859e-08;3.6426454922975735e-08;5.555910913619358e-08;1.2881255378867827e-08;0;1.6233221162575955e-08;1.2750969802799796e-07
6.3526128445070992e-14;3.2897049884308719e-09;2.804198115785017e-09;2.804198115785017e-09;2.804198115785017e-09;2.804198115785017e-09;1.4659295798460055e-08;1.4659295798460055e-08;1.4659295798460055e-08;1.4659295798460055e-08;1.4659295798460055e-08;1.4659295798460055e-08;1.4659295798460055e-08;5.9243745393246729e-07;0;6.9139005200973919e-08;6.8299194741960254e-08;2.0180346981140782e-08;4.8484344395552028e-08;5.5238842361255183e-08;2.2519644401787936e-08;3.1601272965945196e-08;5.0335356629520493e-08;6.4014234564618769e-09;0;2.448125804658913e-08;1.7035171595154533e-08
