IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
Crude;-100;-100;-100;-0.4;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-106.2;-100;-100;0;-0.4;
Natur;43.6;-100;44.2;51.1;50.4;50.1;58;45.6;51.8;46.9;46.5;47;45.9;47;46.7; 29.5;-100;-100;0;38.2;
Coal ;-100;-100;140;-100;253.9;199.8;142.3;-100;158.4;107.9;-100;-100;200.4;150.3;191.7; 163.6;-100;-100;0;164.4;
AllFu;-100;-100;-100;-100;51.4;39.1;32.9;29.7;28.5;20.1;23.7;24;32.9;24.5;26.6; 17.8;-100;-100;0;18.5;
Elect;-12.9;-9.2;-12.5;-8.3;-100;-8.9;-4;0.6;-0.3;-3.5;-3.7;-3.4;-3.7;-3.4;-3.6;-5;-100;-100;0;-4.2;
HeatG;-100;-100;-100;-100;-100;-100;-4;-100;-0.3;-100;-100;-100;-3.7;-3.4;-3.6;-5;-100;-100;0;-4.2;
Heavy;-100;-4.4;-7.9;-3.5;-3.9;-4.2;1;5.9;4.9;1.5;1.3;1.6;1.3;1.6;1.5; 1.6;0; 5.9;0;1;
Build;-100;-100;-100;-100;-100;-100;-100;5.9;-100;-100;-100;-100;-100;1.6;-100;-100;-100; 5.9;0;5.9;
Work_;-8.3;-4.4;-7.9;-3.5;-3.9;-4.2;1;5.9;4.9;1.5;1.3;1.6;1.3;1.6;1.5; 1.6;-100; 5.9;0;5;
Autom;-104.6;-4.4;-7.9;-3.5;-3.9;-4.2;1;5.9;4.9;1.5;1.3;1.6;1.3;1.6;1.5; 1.6;-100; 5.9;0;1.8;
Load_;-100;-4.1;-7.6;-3.2;-3.6;-3.8;1.4;6.2;5.3;1.9;1.6;2;1.7;2;1.8; 1.6;0;-100; 0.3;1.6;
PassT;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100; 1.6;-100;-100;0;1.6;
Agri_;-100;-4.4;-7.9;-3.5;-3.9;-4.2;1;5.9;4.9;1.5;1.3;1.6;1.3;1.6;1.5; 1.6;0; 5.9;0;1.3;
Prope;-100;-4.4;-7.9;-3.5;-3.9;-4.2;1;5.9;4.9;1.5;1.3;1.6;1.3;1.6;1.5; 1.6;0; 5.9;0;1.6;
OthSe;-8.3;-4.4;-7.9;-3.5;-3.9;-4.1;1;5.9;4.9;1.6;1.3;1.6;1.4;1.7;1.5; 1.6;0; 5.9;0;1.5;
Labour_income;-8.2;-4.3;-7.8;-3.4;-3.8;-4; 1.2; 6; 5.1; 1.7; 1.5; 1.8; 1.5; 1.8; 1.6;;;;;;
Labour_Tax;-8.2;-4.3;-7.8;-3.4;-3.8;-4; 1.2; 6; 5.1; 1.7; 1.5; 1.8; 1.5; 1.8; 1.6;;;;;;
Capital_income;-8.3;-4.4;-7.9;-3.5;-3.9;-4.1; 1; 5.9; 4.9; 1.6; 1.3; 1.6; 1.3; 1.6; 1.5;;;;;;
