2035;Coal;CrudeOil;NaturalGas;FossilFuels;BioFuels;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;FoodBeve;PaperPulp;RestIndus;FreightTransp;PassTransp;Comp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3100.108301;0;0;0;211.5473647;15709.42965;1279.055453;184.1172166;69.98447305;128.7774413;432.0129337;0;0;0;0;0;0;0;21115.03283;2354.069632;18760.9632
CrudeOil;0;0.3;0;115809.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177470.7;293280.3;275678.2;17602.1
NaturalGas;0;28216.67109;7409.934769;6834.880506;723.8000535;6000.794873;0;0;0;6.980642803;3641.755786;709.8406027;2598.926637;1213.878705;1175.2539;4886.708797;0;1899.450141;47.21363949;742.1235319;0;0;0;66108.21367;66108.21732;0
FossilFuels;0;1768.812684;436.585415;3474.678924;0;0;198.2624764;538.225157;3147.69935;5053.04118;1363.635653;2109.661644;3546.010136;891.6853526;738.1024596;2537.888291;32451.81642;15501.09796;273.0598164;25529.87781;0;0;15580.0489;115140.1896;110464.1589;4676.030727
BioFuels;0;0;0;315.9;2114.084172;2191.949737;250.8101763;680.8769312;3981.968969;750.0459378;3945.98358;15.78946227;183.8841018;3178.8227;18746.65869;4197.748239;7108.427926;4310.344881;167.1126593;23846.01015;0;0;0;75986.41831;75986.41831;0
Electricity;52.80017856;1326.655245;327.450349;462.9015655;862.8029179;12834.08438;233.4873035;633.8503527;3706.943678;903.1002264;3108.940552;3130.450416;2417.530112;3241.875213;2718.980303;7505.714536;15.62648996;514.4340521;13521.18429;20146.9518;0;0;0;77665.76396;76941.75391;723.9475517
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;343713.3172;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9914.149128;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;584159.6859;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105265.1662;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72447.98775;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20805.04973;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;344946.2287;0
FoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1149844.758;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56770.55525;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2453003.763;0
FreightTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378548.6671;0
PassTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229912.4377;0
Comp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7710513.138;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
