//Names;;Notes;;;;;;;;
//;;;;;;;;;;
//HH Desagregation;H1;H2;H3;H4;H5;H6;H7;H8;H9;H10
//;;;;;;;;;;
// Consumption;;;;;;;;;;
sigma_ConsoBudget;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8
