2025;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;4026.5;0;0;0;127.9559677;14146.02218;1154.720603;70.42468448;4.449402054;20.63139771;51.61132202;304.6453684;0;0;0;0;0;0;19906.96092;3100.379881;16806.58104
COilFFuelExDies;0;56376.87535;0.055369184;0;42136.79351;1620.11884;2.273155268;6.170957679;36.08957928;3605.60557;351.7382104;2343.152123;2901.545525;80.04585593;371.1640056;439.1475756;1971.928482;8399.111302;815.8401978;30275.08791;0;0;154176.0667;305908.8103;277051.6296;28857.18068
NaturalGas;0;17799.69039;3455.443833;0;1619.510005;6293.127713;0;0;0;1.856173439;531.8431316;304.5450261;896.9123308;65.65788429;304.4485321;382.0306025;1951.973642;634.358671;106.7086837;295.075601;0;0;0;34643.18222;30146.17814;4497.004078
Allbiofuel;0;0;0;1929.147906;0;3096.776538;212.3291144;576.412002;3371.027275;310.4089574;3404.324743;14.69068054;66.89126508;430.8802161;1997.945117;10594.45023;3457.115788;5378.049699;178.0653757;16552.81034;0;0;0;51571.32525;51571.32525;0
Diesel;0;0;0;0;0;0;346.9262951;941.8043346;5507.949328;57.45692626;39.57130828;11.01284931;18.1726714;43.420873;201.3379077;207.3950954;622.0998194;40686.58358;29.65291237;0;0;0;0;48713.3839;37902.15405;10811.22985
Electricity;0;1563.296892;0.000782211;745.8253703;158.4258016;12005.69474;161.0752665;437.2726609;2557.299399;594.2803554;2614.738465;3029.26254;1913.097773;453.7832836;2104.144172;2337.40394;7061.984039;238.7936246;15042.05128;15513.25651;0;0;0;68531.68688;66766.24108;1765.445798
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316159.7603;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9977.129606;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422205.8842;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69546.80553;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59362.87057;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25034.31799;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275790.7044;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13171.37918;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1046883.489;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39684.82541;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1924636.731;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529692.4993;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6878695.37;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
