2021;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3581.2;0;0;0;116.7212597;13192.34647;997.4282256;69.26330964;4.270441172;19.80157539;47.81503357;268.5404708;0;0;0;0;0;0;18297.38678;2652.312154;15645.07463
COilFFuelExDies;0;51413.2295;0.003132185;0;38331.23886;1619.335857;2.194596754;5.957694082;34.84235091;3312.044326;297.3109375;2026.251871;2860.835171;76.98348116;356.9641039;407.5490629;1799.950769;7760.726409;743.1514311;26881.99156;0;0;107292.1287;245222.6898;218894.3977;26328.2921
NaturalGas;0;15802.04307;6610.186476;0;1617.3631;5380.789239;0;0;0;1.680990335;494.2997672;261.0720085;876.2667439;62.59723813;290.2566457;351.465043;1789.861416;685.1215755;65.04980871;261.4952743;0;0;0;34549.5484;28071.37362;6478.17478
Allbiofuel;0;0;0;1788.770389;0;2559.600941;191.6898897;520.3824892;3043.35017;294.6197119;3094.114988;12.69708001;65.90587012;414.2385437;1920.779476;9876.922044;3254.830091;5068.692624;173.1936998;16131.80691;0;0;0;48411.59492;48411.59492;0
Diesel;0;0;0;0;0;0;320.866058;871.0583444;5094.205926;52.14218569;35.50614153;9.460382072;17.79120192;41.48270031;192.3508098;191.1976917;548.6727694;38490.95792;34.70154403;0;0;0;0;45900.39367;34381.42036;11518.97332
Electricity;0;1263.757068;0.001241216;674.8317531;143.6056607;11311.98397;136.7468586;371.2280851;2171.051254;542.4730747;2337.163888;2617.495019;1883.925181;436.0707244;2022.012944;2167.494004;6452.712494;211.6181387;12962.05428;13211.97929;0;0;0;60918.20492;58858.84631;2059.358618
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278732.6248;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8796.032487;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372224.9605;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63500.13545;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55625.32317;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21636.91636;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271654.4111;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12660.485;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1006276.755;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38525.84042;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1868428.217;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492878.091;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6064392.299;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
