2029;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3716.4;0;0;0;140.0348073;15170.22952;1335.911147;71.3661827;4.620371235;21.42416338;55.2337828;345.2673275;0;0;0;0;0;0;20860.4873;2715.156213;18145.33108
COilFFuelExDies;0;70189.15893;0.000613275;0;53101.38287;1615.667292;2.352673465;6.386826535;37.35204398;3918.71049;417.1096838;2703.916352;2936.676186;83.05738361;385.1281349;469.7254009;2158.225016;8988.430616;898.869612;32279.62954;0;0;197962.9593;378154.739;354056.7971;24097.94186
NaturalGas;0;27594.73316;11280.24443;0;1629.669559;9131.686523;0;0;0;2.16544776;604.5782566;375.3345396;969.9279475;72.76028916;337.3816179;436.419382;2250.775384;555.5852577;184.9393477;349.2203496;0;0;0;55775.42149;55775.42149;0
Allbiofuel;0;0;0;2091.538152;0;3535.642136;235.2401439;638.6088063;3734.772518;327.702005;3759.67663;16.99734467;67.89172826;448.1932959;2078.224001;11311.93811;3673.599585;5954.89348;183.4873656;17131.47013;0;0;0;55189.87543;55189.87543;0
Diesel;0;0;0;0;0;0;374.9757425;1017.950454;5953.274278;63.29188967;44.27555495;12.81572659;18.55601728;45.43417004;210.673349;223.7076699;705.4554408;45433.60447;28.33649426;0;0;0;0;54132.35126;48680.4461;5451.905163
Electricity;0;1989.172017;0.000112311;826.6305263;204.3321654;12712.17966;189.8169887;515.2981059;3013.615198;651.327301;2940.844768;3507.378906;1943.593309;472.4270716;2190.593407;2508.5248;7738.101686;264.7284516;17465.12297;18223.54164;0;0;0;77357.22909;75948.57947;1408.649619
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358612.4664;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11316.81986;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;478898.0524;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76169.25737;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63351.54928;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28965.17539;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279989.974;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13702.88971;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1089128.845;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40878.67651;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1982536.184;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;592224.3008;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7802339.899;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
