2018;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;72.89;0;0;0;0;3339.990711;0;0;0;107.6393662;11184.85396;878.5942966;190.3143573;8.695758609;40.32129534;94.11763061;486.106731;0;0;0;0;0;0;16403.5241;1977.908495;14425.61561
COilFFuelExDies;0;52056.87529;14.56713858;0;39907.61784;3061.639738;1.695424721;4.6025867;26.91728355;2834.163584;245.5149768;1039.440843;2223.868009;68.39335364;317.1326086;316.2006445;1552.463037;6891.185212;656.332034;25365.61891;0;0;67662.93255;204247.1611;186427.4206;17819.74052
NaturalGas;0;12868.68424;3634.819126;0;1646.273584;11201.58111;0;0;0;3.861739205;1201.204507;425.7403807;2480.030018;160.4549864;744.0124761;992.3334704;3450.492058;1793.447501;156.3272407;613.5932065;0;0;0;41372.85565;33899.75616;7473.099483
Allbiofuel;0;0;0;3238.508388;0;3529.858164;175.1532897;475.4904133;2780.808079;278.0866794;3131.931043;11.38187243;63.92476854;401.5277516;1861.840903;9632.653291;3065.80122;3945.541323;168.1854302;20581.63061;0;0;883.9349122;54226.25814;54150.9516;75.30654175
Diesel;0;1339.786268;0.012170064;0.185499632;2.919026425;1174.275516;223.28254;606.1473776;3544.928515;51.10633479;32.03946873;11.53197124;16.61012664;38.79343152;179.8809603;194.6852607;433.9407256;37893.43874;44.80141134;0;0;0;1217.77198;47006.13732;36947.83563;10058.30169
Electricity;0;1148.041656;61.21751756;644.3263143;161.6559413;9408.211895;130.8810866;355.3042142;2077.923764;505.8019362;2161.105356;2137.191142;1946.91241;394.825836;1830.764843;2055.663187;6227.354967;193.363719;11584.30246;11703.43495;0;0;0.068263709;54728.35145;51720.09794;3008.253514
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257075.3149;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8112.587549;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;343303.3682;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59312.70769;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52977.41791;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19395.01267;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268592.9563;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12290.3616;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;976858.7219;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37678.8689;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1827351.748;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468379.6904;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5593193.696;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
