BioEnergyProportions;2030;2040;2050
Crude_oil;0;0;0
Liquid_fuels;0.0807767615311594;0.332466664740727;0.628201657365378
Gas_fuels;0.0918864512610209;0.23972821498148;0.607744900205445
Solid_fuels;0.941961839382247;0.978497029960024;0.994909273055756
Elec_heating;0.1044955010112;0.133848895737996;0.159670136369645
